x,y,iks
58.424358,148.951651,4
48.930705,152.334455,4
39.242911,155.112843,4
29.399413,157.275791,4
19.439268,158.814719,4
9.401993,159.723519,4
-0.672586,159.998586,4
-10.744496,159.638829,4
-20.773775,158.645675,4
-30.720631,157.023065,4
-40.545596,154.777436,4
-50.209689,151.917698,4
-59.674566,148.455199,4
-68.902673,144.403676,4
-77.857396,139.779204,4
-86.503205,134.600132,4
-94.805796,128.887009,4
-102.732228,122.662502,4
-110.25105,115.951309,4
-117.33243,108.780057,4
-123.948272,101.1772,4
-130.072326,93.172904,4
-135.680294,84.798927,4
-140.749924,76.088494,4
-145.261103,67.076165,4
-149.195931,57.797699,4
-152.538797,48.289911,4
-155.276436,38.590523,4
-157.397987,28.738019,4
-158.895032,18.771493,4
-159.761631,8.730486,4
-159.994345,-1.34516,4
-159.592253,-11.415468,4
-158.556948,-21.440484,4
-156.892538,-31.380431,4
-154.605628,-41.19587,4
-151.705292,-50.847856,4
-148.203036,-60.298095,4
-144.112756,-69.509089,4
-139.450683,-78.444293,4
-134.235313,-87.068254,4
-128.487339,-95.346756,4
-122.229567,-103.246951,4
-115.486826,-110.737496,4
-108.28587,-117.788668,4
-100.65527,-124.372491,4
-92.625301,-130.462844,4
-84.227823,-136.035561,4
-75.496156,-141.068531,4
-66.464944,-145.541785,4
-57.17002,-149.437575,4
-47.648263,-152.740443,4
-37.937452,-155.437286,4
-28.076118,-157.517401,4
-18.103386,-158.972537,4
-8.058826,-159.796919,4
2.01771,-159.987277,4
12.086239,-159.542856,4
22.106814,-158.465418,4
32.039677,-156.759239,4
41.845415,-154.431089,4
51.485125,-151.490204,4
60.920557,-147.948254,4
70.114276,-143.819291,4
79.029803,-139.119698,4
87.631764,-133.868121,4
95.886031,-128.085398,4
103.759851,-121.794472,4
111.221985,-115.020303,4
118.242824,-107.78977,4
124.794513,-100.131561,4
130.851057,-92.076061,4
136.388424,-83.655232,4
141.384645,-74.902485,4
145.819895,-65.852549,4
149.676578,-56.54133,4
152.939391,-47.005773,4
155.595388,-37.283711,4
157.634032,-27.41372,4
159.047233,-17.434959,4
159.829384,-7.387022,4
159.977382,2.690224,4
170,0,4
169.662747,10.702917,4
168.652324,21.363368,4
166.972743,31.939055,4
164.630665,42.388019,4
161.635384,52.6688,4
157.998785,62.740608,4
153.735296,72.563481,4
148.861834,82.098444,4
143.397734,91.307667,4
137.364676,100.154609,4
130.786599,108.604169,4
123.689601,116.622822,4
116.101842,124.178751,4
108.053427,131.241979,4
99.576289,137.784479,4
90.704064,143.780293,4
81.471954,149.205632,4
71.916588,154.03897,4
62.07588,158.261129,4
51.988874,161.855358,4
41.695593,164.807395,4
31.236876,167.105528,4
20.654222,168.740639,4
9.989618,169.706239,4
-0.714622,169.998498,4
-11.416027,169.616256,4
-22.072136,168.56103,4
-32.64067,166.837006,4
-43.079696,164.451026,4
-53.347795,161.412555,4
-63.404227,157.733649,4
-73.209091,153.428906,4
-82.723483,148.515404,4
-91.909655,143.01264,4
-100.731158,136.942447,4
-109.152992,130.328908,4
-117.14174,123.198266,4
-124.665707,115.578811,4
-131.695039,107.500775,4
-138.201846,98.99621,4
-144.160312,90.098859,4
-149.546794,80.844024,4
-154.339922,71.268425,4
-158.520677,61.410056,4
-162.072472,51.30803,4
-164.981213,41.00243,4
-167.235361,30.534145,4
-168.825971,19.944711,4
-169.746732,9.276142,4
-169.993992,-1.429232,4
-169.566768,-12.128935,4
-168.466757,-22.780514,4
-166.698322,-33.341708,4
-164.26848,-43.770612,4
-161.186872,-54.025847,4
-157.465725,-64.066725,4
-153.119804,-73.853407,4
-148.166351,-83.347061,4
-142.62502,-92.51002,4
-136.517797,-101.305928,4
-129.868915,-109.699886,4
-122.704753,-117.658589,4
-115.053737,-125.15046,4
-106.946224,-132.145772,4
-98.414382,-138.616772,4
-89.492062,-144.537783,4
-80.214666,-149.885314,4
-70.619003,-154.638147,4
-60.743146,-158.777424,4
-50.626279,-162.286721,4
-40.308543,-165.152116,4
-29.830875,-167.362239,4
-19.234847,-168.90832,4
-8.562502,-169.784226,4
2.143817,-169.986482,4
12.841629,-169.514284,4
23.48849,-168.369507,4
34.042156,-166.556692,4
44.460754,-164.083032,4
54.702945,-160.958342,4
64.728092,-157.195019,4
74.496418,-152.807996,4
83.969166,-147.814679,4
93.10875,-142.234879,4
101.878907,-136.090735,4
110.244842,-129.406626,4
118.173359,-122.209072,4
125.633001,-114.526631,4
132.59417,-106.389783,4
139.029248,-97.830815,4
144.9127,-88.883684,4
150.221185,-79.58389,4
154.933639,-69.968333,4
159.031364,-60.075163,4
162.498103,-49.943633,4
165.3201,-39.613943,4
167.486159,-29.127077,4
168.987685,-18.524644,4
169.81872,-7.848711,4
169.975968,2.858363,4
180,0,4
179.642908,11.3325,4
178.573049,22.620036,4
176.794669,33.817823,4
174.314822,44.881432,4
171.143348,55.766965,4
167.292831,66.431232,4
162.778549,76.831921,4
157.618412,86.927764,4
151.832894,96.678706,4
145.444951,106.046056,4
138.479928,114.992649,4
130.96546,123.482988,4
122.931362,131.483384,4
114.409511,138.962095,4
105.433718,145.889448,4
96.039598,152.237957,4
86.264422,157.982434,4
76.146976,163.100086,4
65.727403,167.570608,4
55.047044,171.376261,4
44.148275,174.501948,4
33.07434,176.935265,4
21.869176,178.666559,4
10.577242,179.688959,4
-0.756659,179.99841,4
-12.087558,179.593683,4
-23.370497,178.476385,4
-34.560709,176.650948,4
-45.613796,174.124615,4
-56.485901,170.907411,4
-67.133887,167.012099,4
-77.515508,162.454135,4
-87.589571,157.251604,4
-97.316106,151.425148,4
-106.656521,144.997885,4
-115.573756,137.995315,4
-124.032431,130.445223,4
-131.998984,122.377564,4
-139.441806,113.82435,4
-146.331367,104.819517,4
-152.64033,95.398792,4
-158.343665,85.599555,4
-163.418741,75.460686,4
-167.845423,65.022412,4
-171.606146,54.326149,4
-174.68599,43.414338,4
-177.072735,32.330272,4
-178.756911,21.117929,4
-179.731834,9.821797,4
-179.993639,-1.513305,4
-179.541284,-12.842402,4
-178.376566,-24.120545,4
-176.504106,-35.302985,4
-173.931332,-46.345353,4
-170.668453,-57.203838,4
-166.728415,-67.835356,4
-162.126851,-78.197725,4
-156.882018,-88.249829,4
-151.014727,-97.951786,4
-144.548256,-107.2651,4
-137.508263,-116.15282,4
-129.92268,-124.579682,4
-121.821604,-132.512251,4
-113.237179,-139.919053,4
-104.203463,-146.770699,4
-94.756301,-153.040006,4
-84.933176,-158.702097,4
-74.773062,-163.734508,4
-64.316272,-168.117272,4
-53.604295,-171.832999,4
-42.679634,-174.866946,4
-31.585632,-177.207076,4
-20.366309,-178.844104,4
-9.066179,-179.771534,4
2.269923,-179.985687,4
13.597019,-179.485713,4
24.870166,-178.273595,4
36.044636,-176.354144,4
47.076092,-173.734975,4
57.920765,-170.42648,4
68.535627,-166.441785,4
78.87856,-161.796702,4
88.908528,-156.50966,4
98.585735,-150.601636,4
107.871784,-144.096073,4
116.729832,-137.018781,4
125.124733,-129.397841,4
133.023177,-121.263491,4
140.393827,-112.648006,4
147.207439,-103.585568,4
153.436977,-94.112136,4
159.057725,-84.265296,4
164.047382,-74.084117,4
168.38615,-63.608996,4
172.056815,-52.881494,4
175.044812,-41.944175,4
177.338286,-30.840435,4
178.928137,-19.614329,4
179.808057,-8.3104,4
179.974555,3.026502,4
190,0,4
189.62307,11.962083,4
188.493774,23.876705,4
186.616595,35.696591,4
183.998978,47.374845,4
180.651312,58.86513,4
176.586878,70.121856,4
171.821802,81.100361,4
166.37499,91.757085,4
160.268055,102.049745,4
153.525227,111.937504,4
146.173258,121.38113,4
138.241319,130.343154,4
129.760882,138.788016,4
120.765595,146.682211,4
111.291147,153.994417,4
101.375131,160.695622,4
91.05689,166.759236,4
80.377364,172.161202,4
69.378925,176.880086,4
58.105213,180.897165,4
46.600957,184.196501,4
34.911803,186.765002,4
23.08413,188.592478,4
11.164867,189.671679,4
-0.798696,189.998321,4
-12.759089,189.57111,4
-24.668858,188.391739,4
-36.480749,186.464889,4
-48.147895,183.798205,4
-59.624006,180.402267,4
-70.863548,176.290549,4
-81.821925,171.479365,4
-92.455658,165.987805,4
-102.722556,159.837657,4
-112.581883,153.053323,4
-121.99452,145.661721,4
-130.923121,137.692179,4
-139.332261,129.176318,4
-147.188573,120.147925,4
-154.460887,110.642823,4
-161.120349,100.698725,4
-167.140535,90.355086,4
-172.49756,79.652946,4
-177.170168,68.634768,4
-181.139821,57.344269,4
-184.390768,45.826245,4
-186.910109,34.126398,4
-188.68785,22.291147,4
-189.716936,10.367453,4
-189.993285,-1.597377,4
-189.5158,-13.555869,4
-188.286375,-25.460575,4
-186.309889,-37.264262,4
-183.594184,-48.920095,4
-180.150034,-60.381829,4
-175.991105,-71.603987,4
-171.133898,-82.542043,4
-165.597686,-93.152597,4
-159.404434,-103.393552,4
-152.578714,-113.224273,4
-145.147611,-122.605755,4
-137.140606,-131.500776,4
-128.589471,-139.874043,4
-119.528133,-147.692334,4
-109.992545,-154.924627,4
-100.02054,-161.542228,4
-89.651686,-167.51888,4
-78.927121,-172.83087,4
-67.889398,-177.45712,4
-56.582312,-181.379277,4
-45.050724,-184.581777,4
-33.34039,-187.051914,4
-21.497771,-188.779887,4
-9.569855,-189.758841,4
2.39603,-189.984892,4
14.352409,-189.457141,4
26.251842,-188.177684,4
38.047116,-186.151597,4
49.691431,-183.386918,4
61.138586,-179.894617,4
72.343162,-175.688551,4
83.260702,-170.785408,4
93.847891,-165.204641,4
104.06272,-158.968394,4
113.864661,-152.10141,4
123.214823,-144.630935,4
132.076107,-136.58661,4
140.413354,-128.000352,4
148.193484,-118.906228,4
155.38563,-109.340322,4
161.961253,-99.340588,4
167.894266,-88.946701,4
173.161126,-78.199901,4
177.740936,-67.142829,4
181.615527,-55.819355,4
184.769524,-44.274407,4
187.190413,-32.553792,4
188.868589,-20.704014,4
189.797393,-8.772089,4
189.973141,3.194641,4
200,0,4
199.603231,12.591667,4
198.414499,25.133374,4
196.438521,37.575359,4
193.683135,49.868258,4
190.159276,61.963294,4
185.880924,73.81248,4
180.865054,85.368801,4
175.131569,96.586405,4
168.703216,107.420784,4
161.605502,117.828952,4
153.866587,127.76961,4
145.517178,137.203319,4
136.590402,146.092649,4
127.121679,154.402328,4
117.148576,162.099387,4
106.710664,169.153286,4
95.849358,175.536038,4
84.607751,181.222318,4
73.030447,186.189564,4
61.163382,190.418068,4
49.053639,193.891053,4
36.749266,196.594739,4
24.299084,198.518398,4
11.752491,199.654399,4
-0.840732,199.998233,4
-13.43062,199.548537,4
-25.967219,198.307094,4
-38.400788,196.278831,4
-50.681995,193.471795,4
-62.762112,189.897123,4
-74.593208,185.568999,4
-86.128342,180.504595,4
-97.321745,174.724005,4
-108.129006,168.250165,4
-118.507245,161.108761,4
-128.415285,153.328128,4
-137.813812,144.939136,4
-146.665538,135.975072,4
-154.93534,126.4715,4
-162.590407,116.46613,4
-169.600367,105.998658,4
-175.937405,95.110617,4
-181.576379,83.845206,4
-186.494914,72.247124,4
-190.673496,60.362388,4
-194.095545,48.238153,4
-196.747483,35.922524,4
-198.61879,23.464366,4
-199.702038,10.913108,4
-199.992932,-1.681449,4
-199.490316,-14.269335,4
-198.196185,-26.800605,4
-196.115673,-39.225539,4
-193.257035,-51.494837,4
-189.631615,-63.55982,4
-185.253795,-75.372618,4
-180.140946,-86.886361,4
-174.313354,-98.055366,4
-167.794141,-108.835318,4
-160.609173,-119.183445,4
-152.786959,-129.058689,4
-144.358533,-138.421869,4
-135.357338,-147.235835,4
-125.819087,-155.465614,4
-115.781626,-163.078555,4
-105.284779,-170.044451,4
-94.370195,-176.335664,4
-83.08118,-181.927231,4
-71.462525,-186.796969,4
-59.560328,-190.925554,4
-47.421815,-194.296607,4
-35.095147,-196.896751,4
-22.629232,-198.715671,4
-10.073532,-199.746149,4
2.522137,-199.984096,4
15.107799,-199.42857,4
27.633518,-198.081773,4
40.049596,-195.949049,4
52.306769,-193.038861,4
64.356406,-189.362755,4
76.150696,-184.935317,4
87.642845,-179.774113,4
98.787254,-173.899622,4
109.539706,-167.335151,4
119.857538,-160.106747,4
129.699814,-152.24309,4
139.027481,-143.775379,4
147.80353,-134.737213,4
155.993142,-125.164451,4
163.563821,-115.095076,4
170.48553,-104.56904,4
176.730806,-93.628106,4
182.274869,-82.315686,4
187.095723,-70.676662,4
191.174239,-58.757216,4
194.494235,-46.604639,4
197.04254,-34.26715,4
198.809041,-21.793699,4
199.78673,-9.233778,4
199.971727,3.36278,4
210,0,4
209.583393,13.22125,4
208.335224,26.390042,4
206.260447,39.454127,4
203.367292,52.36167,4
199.66724,65.061459,4
195.17497,77.503104,4
189.908307,89.637241,4
183.888147,101.415725,4
177.138377,112.791823,4
169.685777,123.720399,4
161.559916,134.158091,4
152.793037,144.063485,4
143.419922,153.397281,4
133.477763,162.122444,4
123.006005,170.204356,4
112.046197,177.61095,4
100.641826,184.31284,4
88.838139,190.283434,4
76.68197,195.499042,4
64.221551,199.938972,4
51.506321,203.585606,4
38.58673,206.424476,4
25.514039,208.444318,4
12.340116,209.637119,4
-0.882769,209.998145,4
-14.102151,209.525963,4
-27.26558,208.222449,4
-40.320828,206.092772,4
-53.216095,203.145384,4
-65.900217,199.391979,4
-78.322869,194.847449,4
-90.434759,189.529825,4
-102.187832,183.460205,4
-113.535457,176.662673,4
-124.432607,169.164199,4
-134.836049,160.994534,4
-144.704503,152.186093,4
-153.998814,142.773825,4
-162.682107,132.795075,4
-170.719928,122.289436,4
-178.080385,111.298591,4
-184.734275,99.866148,4
-190.655198,88.037467,4
-195.81966,75.859481,4
-200.207171,63.380508,4
-203.800322,50.650061,8
-206.584858,37.71865,8
-208.549729,24.637584,8
-209.68714,11.458763,8
-209.992578,-1.765522,8
-209.464832,-14.982802,8
-208.105994,-28.140635,8
-205.921456,-41.186815,8
-202.919887,-54.069579,8
-199.113195,-66.737811,8
-194.516484,-79.141249,8
-189.147993,-91.230679,8
-183.029021,-102.958134,4
-176.183848,-114.277083,4
-168.639632,-125.142617,4
-160.426306,-135.511624,4
-151.57646,-145.342963,4
-142.125205,-154.597627,4
-132.110042,-163.238895,4
-121.570707,-171.232483,4
-110.549018,-178.546673,4
-99.088705,-185.152447,4
-87.235239,-191.023593,4
-75.035651,-196.136817,4
-62.538345,-200.471832,4
-49.792906,-204.011437,4
-36.849904,-206.741589,4
-23.760694,-208.651454,4
-10.577209,-209.733456,4
2.648244,-209.983301,4
15.863189,-209.399998,4
29.015194,-207.985861,4
42.052076,-205.746502,4
54.922108,-202.690804,4
67.574226,-198.830893,4
79.958231,-194.182083,4
92.024987,-188.762819,4
103.726616,-182.594603,4
115.016691,-175.701909,4
125.850415,-168.112085,4
136.184804,-159.855244,4
145.978855,-150.964148,4
155.193707,-141.474073,4
163.792799,-131.422674,4
171.742012,-120.84983,4
179.009806,-109.797492,4
185.567346,-98.309512,4
191.388613,-86.43147,4
196.450509,-74.210495,4
200.732951,-61.695077,4
204.218947,-48.934871,4
206.894667,-35.980507,4
208.749493,-22.883384,4
209.776066,-9.695467,4
209.970314,3.530919,4
220,0,4
219.563554,13.850833,4
218.255949,27.646711,4
216.082373,41.332895,4
213.051449,54.855083,4
209.175203,68.159624,4
204.469016,81.193728,4
198.95156,93.905681,4
192.644726,106.245045,4
185.573538,118.162863,4
177.766052,129.611847,4
169.253246,140.546572,4
160.068896,150.923651,4
150.249443,160.701913,4
139.833846,169.842561,4
128.863433,178.309325,4
117.38173,186.068615,4
105.434293,193.089642,4
93.068526,199.34455,4
80.333492,204.80852,4
67.27972,209.459875,4
53.959003,213.280159,4
40.424193,216.254213,4
26.728993,218.370238,4
12.92774,219.619839,4
-0.924805,219.998056,4
-14.773682,219.50339,4
-28.563941,218.137803,4
-42.240867,215.906714,4
-55.750195,212.818974,4
-69.038323,208.886835,4
-82.052529,204.125899,4
-94.741176,198.555054,4
-107.05392,192.196405,4
-118.941907,185.075181,4
-130.35797,177.219637,4
-141.256813,168.66094,4
-151.595193,159.43305,4
-161.332091,149.572579,4
-170.428874,139.11865,4
-178.849448,128.112743,6
-186.560404,116.598524,8
-193.531146,104.621679,8
-199.734017,92.229727,8
-205.144406,79.471837,8
-209.740846,66.398627,8
-213.505099,53.061968,8
-216.422232,39.514776,8
-218.480668,25.810802,8
-219.672242,12.004419,8
-219.992225,-1.849594,8
-219.439347,-15.696269,8
-218.015803,-29.480666,8
-215.72724,-43.148092,8
-212.582739,-56.644321,8
-208.594776,-69.915802,8
-203.779174,-82.90988,8
-198.15504,-95.574997,8
-191.744689,-107.860902,8
-184.573555,-119.718849,8
-176.67009,-131.101789,8
-168.065654,-141.964558,8
-158.794386,-152.264056,8
-148.893072,-161.959418,6
-138.400996,-171.012176,4
-127.359789,-179.38641,4
-115.813257,-187.048896,4
-103.807215,-193.96923,4
-91.389298,-200.119955,4
-78.608777,-205.476666,4
-65.516361,-210.01811,4
-52.163997,-213.726268,4
-38.604662,-216.586426,4
-24.892156,-218.587238,4
-11.080885,-219.720764,4
2.774351,-219.982506,4
16.618579,-219.371427,4
30.39687,-217.88995,4
44.054555,-215.543954,4
57.537446,-212.342747,4
70.792046,-208.299031,4
83.765766,-203.428849,4
96.407129,-197.751525,4
108.665979,-191.289584,4
120.493676,-184.068667,4
131.843292,-176.117422,4
142.669795,-167.467399,4
152.930229,-158.152917,4
162.583883,-148.210934,4
171.592456,-137.680896,4
179.920203,-126.604584,4
187.534083,-115.025944,4
194.403886,-102.990917,4
200.502356,-90.547254,4
205.805295,-77.744328,4
210.291663,-64.632937,4
213.943659,-51.265103,4
216.746794,-37.693865,4
218.689945,-23.973069,4
219.765403,-10.157156,4
219.9689,3.699058,4
230,0,4
229.543716,14.480417,4
228.176674,28.90338,4
225.904299,43.211663,4
222.735606,57.348496,4
218.683167,71.257788,4
213.763062,84.884352,4
207.994812,98.174121,4
201.401304,111.074366,4
194.008698,123.533902,4
185.846327,135.503294,4
176.946575,146.935052,4
167.344755,157.783817,4
157.078963,168.006546,4
146.18993,177.562677,4
134.720862,186.414295,4
122.717264,194.526279,4
110.226761,201.866444,4
97.298914,208.405665,4
83.985014,214.117999,4
70.337889,218.980779,4
56.411685,222.974711,4
42.261656,226.08395,4
27.943947,228.296158,4
13.515365,229.602559,4
-0.966842,229.997968,4
-15.445213,229.480817,4
-29.862302,228.053158,4
-44.160906,225.720656,4
-58.284294,222.492564,4
-72.176429,218.381691,4
-85.782189,213.404349,4
-99.047593,207.580284,4
-111.920007,200.932606,4
-124.348357,193.48769,4
-136.283332,185.275075,4
-147.677577,176.327347,4
-158.485884,166.680007,6
-168.665368,156.371332,6
-178.175641,145.442226,6
-186.978969,133.936049,6
-195.040422,121.898457,6
-202.328016,109.377209,6
-208.812836,96.421987,6
-214.469151,83.084193,8
-219.27452,69.416747,8
-223.209877,55.473876,8
-226.259606,41.310903,8
-228.411608,26.984021,8
-229.657344,12.550074,8
-229.991871,-1.933667,8
-229.413863,-16.409736,8
-227.925612,-30.820696,8
-225.533024,-45.109369,8
-222.245591,-59.219063,8
-218.076357,-73.093794,8
-213.041864,-86.678511,8
-207.162087,-99.919315,8
-200.460357,-112.763671,8
-192.963262,-125.160615,8
-184.700549,-137.060961,8
-175.705002,-148.417493,6
-166.012313,-159.18515,6
-155.660939,-169.32121,6
-144.691951,-178.785457,6
-133.14887,-187.540338,6
-121.077496,-195.551118,6
-108.525725,-202.786013,4
-95.543357,-209.216316,4
-82.181903,-214.816514,4
-68.494378,-219.564387,4
-54.535087,-223.441098,4
-40.359419,-226.431264,4
-26.023617,-228.523021,4
-11.584562,-229.708071,4
2.900458,-229.981711,4
17.373969,-229.342855,4
31.778546,-227.794039,4
46.057035,-225.341407,4
60.152785,-221.99469,4
74.009867,-217.767168,4
87.573301,-212.675614,4
100.789271,-206.74023,4
113.605342,-199.984565,4
125.970661,-192.435424,4
137.836169,-184.122759,4
149.154786,-175.079553,4
159.881603,-165.341686,4
169.97406,-154.947794,4
179.392113,-143.939119,4
188.098394,-132.359337,4
196.058359,-120.254396,4
203.240427,-107.672322,4
209.616099,-94.663039,4
215.160081,-81.278161,4
219.850375,-67.570798,4
223.668371,-53.595335,4
226.598921,-39.407222,4
228.630397,-25.062754,4
229.754739,-10.618845,4
229.967486,3.867197,4
240,0,4
239.523878,15.11,4
238.097399,30.160048,4
235.726225,45.090431,4
232.419762,59.841909,4
228.191131,74.355953,4
223.057108,88.574976,4
217.038065,102.442561,4
210.157883,115.903686,4
202.443859,128.904941,4
193.926602,141.394742,4
184.639905,153.323533,4
174.620614,164.643983,4
163.908483,175.311178,4
152.546014,185.282793,4
140.578291,194.519264,4
128.052797,202.983943,4
115.019229,210.643246,4
101.529301,217.466781,4
87.636537,223.427477,4
73.396058,228.501682,4
58.864367,232.669264,4
44.09912,235.913687,4
29.158901,238.222078,4
14.102989,239.585279,4
-1.008879,239.997879,4
-16.116744,239.458244,4
-31.160663,237.968513,4
-46.080946,235.534597,4
-60.818394,232.166154,4
-75.314534,227.876548,4
-89.51185,222.682799,4
-103.35401,216.605514,4
-116.786094,209.668806,4
-129.754807,201.900198,4
-142.208694,193.330513,4
-154.098341,183.993753,4
-165.376575,173.926963,4
-175.998645,163.170086,4
-185.922408,151.765801,4
-195.108489,139.759356,4
-203.52044,127.19839,4
-211.124886,114.13274,4
-217.891655,100.614248,6
-223.793897,86.696549,6
-228.808195,72.434866,6
-232.914654,57.885784,8
-236.09698,43.107029,8
-238.342547,28.157239,8
-239.642446,13.09573,8
-239.991518,-2.017739,8
-239.388379,-17.123203,8
-237.835421,-32.160726,8
-235.338807,-47.070646,8
-231.908443,-61.793805,8
-227.557937,-76.271785,8
-222.304554,-90.447142,8
-216.169135,-104.263633,8
-209.176024,-117.666439,6
-201.352969,-130.602381,6
-192.731008,-143.020134,6
-183.34435,-154.870427,4
-173.23024,-166.106243,4
-162.428806,-176.683002,4
-150.982905,-186.558737,4
-138.937951,-195.694266,4
-126.341735,-204.053341,4
-113.244234,-211.602796,4
-99.697416,-218.312678,4
-85.75503,-224.156363,4
-71.472394,-229.110665,4
-56.906178,-233.155928,4
-42.114176,-236.276102,4
-27.155079,-238.458805,4
-12.088238,-239.695379,4
3.026564,-239.980916,4
18.129359,-239.314284,4
33.160222,-237.698127,4
48.059515,-235.138859,4
62.768123,-231.646633,4
77.227687,-227.235306,4
91.380836,-221.92238,4
105.171414,-215.728936,4
118.544704,-208.679546,4
131.447647,-200.802182,4
143.829046,-192.128097,4
155.639776,-182.691708,4
166.832977,-172.530455,4
177.364236,-161.684655,4
187.19177,-150.197341,4
196.276585,-138.114091,4
204.582636,-125.482848,4
212.076967,-112.353727,4
218.729843,-98.778823,4
224.514867,-84.811995,4
229.409087,-70.508659,4
233.393083,-55.925567,4
236.451048,-41.12058,4
238.570849,-26.152439,4
239.744076,-11.080533,4
239.966073,4.035336,4
250,0,4
249.504039,15.739583,4
248.018124,31.416717,4
245.548151,46.969199,4
242.103919,62.335322,4
237.699095,77.454118,4
232.351155,92.2656,4
226.081318,106.711001,4
218.914461,120.733006,4
210.87902,134.27598,4
202.006877,147.286189,4
192.333234,159.712013,4
181.896473,171.504149,4
170.738003,182.615811,4
158.902098,193.00291,4
146.43572,202.624233,4
133.38833,211.441608,4
119.811697,219.420047,4
105.759689,226.527897,4
91.288059,232.736955,4
76.454227,238.022585,4
61.317048,242.363817,4
45.936583,245.743424,4
30.373855,248.147998,4
14.690614,249.567998,4
-1.050915,249.997791,4
-16.788275,249.435671,4
-32.459024,247.883868,4
-48.000985,245.348539,4
-63.352494,241.839743,4
-78.45264,237.371404,4
-93.24151,231.961248,4
-107.660427,225.630743,4
-121.652181,218.405006,4
-135.161258,210.312706,4
-148.134057,201.385951,4
-160.519106,191.660159,4
-172.267265,181.17392,4
-183.331922,169.968839,4
-193.669175,158.089376,4
-203.238009,145.582662,4
-212.000459,132.498323,4
-219.921757,118.888271,4
-226.970474,104.806508,4
-233.118643,90.308905,4
-238.34187,75.452985,6
-242.619431,60.297691,6
-245.934354,44.903155,8
-248.273487,29.330457,8
-249.627548,13.641385,8
-249.991165,-2.101812,8
-249.362895,-17.836669,8
-247.745231,-33.500757,8
-245.144591,-49.031923,8
-241.571294,-64.368547,8
-237.039518,-79.449776,8
-231.567243,-94.215773,8
-225.176182,-108.607951,6
-217.891692,-122.569207,6
-209.742676,-136.044147,4
-200.761466,-148.979306,4
-190.983698,-161.323362,4
-180.448166,-173.027337,4
-169.196673,-184.044793,4
-157.273859,-194.332018,4
-144.727032,-203.848194,4
-131.605974,-212.555564,4
-117.962744,-220.419579,4
-103.851475,-227.409039,4
-89.328156,-233.496211,4
-74.45041,-238.656943,4
-59.277269,-242.870759,4
-43.868934,-246.120939,4
-28.28654,-248.394589,4
-12.591915,-249.682686,4
3.152671,-249.980121,4
18.884749,-249.285712,4
34.541897,-247.602216,4
50.061995,-244.936311,4
65.383462,-241.298576,4
80.445507,-236.703444,4
95.18837,-231.169146,4
109.553556,-224.717642,4
123.484067,-217.374527,4
136.924632,-209.168939,4
149.821923,-200.133434,4
162.124767,-190.303862,4
173.784351,-179.719224,4
184.754413,-168.421516,4
194.991427,-156.455564,4
204.454776,-143.868845,4
213.106912,-130.7113,4
220.913507,-117.035133,4
227.843586,-102.894607,4
233.869653,-88.345828,4
238.967799,-73.44652,4
243.117794,-58.255799,4
246.303175,-42.833937,4
248.511301,-27.242124,4
249.733412,-11.542222,4
249.964659,4.203475,4
260,0,4
259.484201,16.369167,4
257.938849,32.673386,4
255.370077,48.847967,4
251.788076,64.828735,4
247.207059,80.552283,4
241.645201,95.956224,4
235.124571,110.979441,4
227.671039,125.562326,4
219.314181,139.64702,4
210.087152,153.177637,4
200.026563,166.100494,4
189.172332,178.364315,4
177.567523,189.920443,4
165.258182,200.723026,4
152.293149,210.729203,4
138.723863,219.899272,4
124.604165,228.196849,4
109.990076,235.589013,4
94.939582,242.046433,4
79.512396,247.543489,4
63.76973,252.058369,4
47.774046,255.573161,4
31.58881,258.073918,4
15.278239,259.550718,4
-1.092952,259.997703,4
-17.459806,259.413098,4
-33.757385,257.799222,4
-49.921025,255.16248,4
-65.886594,251.513333,4
-81.590745,246.86626,4
-96.971171,241.239698,4
-111.966844,234.655973,4
-126.518269,227.141206,4
-140.567708,218.725214,4
-154.059419,209.441389,4
-166.93987,199.326566,4
-179.157956,188.420877,4
-190.665199,176.767593,4
-201.415942,164.412951,4
-211.36753,151.405969,4
-220.480477,137.798256,4
-228.718627,123.643802,4
-236.049293,108.998768,4
-242.443388,93.921262,4
-247.875545,78.471105,4
-252.324208,62.709599,6
-255.771729,46.699281,6
-258.204426,30.503675,8
-259.61265,14.18704,8
-259.990811,-2.185884,8
-259.33741,-18.550136,8
-257.65504,-34.840787,8
-254.950375,-50.9932,8
-251.234146,-66.943288,8
-246.521099,-82.627767,8
-240.829933,-97.984404,6
-234.183229,-112.952269,6
-226.60736,-127.471975,4
-218.132383,-141.485913,4
-208.791925,-154.938478,4
-198.623046,-167.776296,4
-187.666093,-179.94843,4
-175.964539,-191.406585,4
-163.564814,-202.105299,4
-150.516114,-212.002121,4
-136.870213,-221.057786,4
-122.681254,-229.236363,4
-108.005534,-236.505401,4
-92.901282,-242.836059,4
-77.428427,-248.203221,4
-61.64836,-252.585589,4
-45.623691,-255.965777,4
-29.418002,-258.330372,4
-13.095592,-259.669993,4
3.278778,-259.979325,4
19.640139,-259.257141,4
35.923573,-257.506305,4
52.064474,-254.733764,4
67.9988,-250.950519,4
83.663328,-246.171582,4
98.995905,-240.415912,4
113.935698,-233.706347,4
128.42343,-226.069509,4
142.401617,-217.535697,4
155.8148,-208.138771,4
168.609758,-197.916017,4
180.735725,-186.907993,4
192.144589,-175.158376,4
