,0,1,2,3,4,5,6,7,8,9,10,11
28,0.4966410092,0.6786035728,2.46298908,2.644951644,,,,,,,,
29,0.4956702738,0.6779429918,2.463649662,2.64592238,,,,,,,,
30,0.4946069082,0.6772935702,2.464299084,2.646985746,,,,,,,,
31,0.4935628404,0.676489054,2.4651036,2.648029814,,,,,,,,
32,0.4926886176,0.675858599,2.465734054,2.648904036,,,,,,,,
33,0.4915759462,0.6750575484,2.466535106,2.650016708,,,,,,,,
34,0.4905527756,0.6743758368,2.467216816,2.651039878,,,,,,,,
35,0.4895353958,0.673650499,2.467942154,2.652057258,,,,,,,,
36,0.4885548482,0.6729512494,2.468641404,2.653037806,,,,,,,,
37,0.4876048426,0.672272026,2.469320628,2.65398781,,,,,,,,
38,0.4866664612,0.6716137382,2.469978916,2.654926192,,,,,,,,
39,0.4857297846,0.67091671,2.470675944,2.65586287,,,,,,,,
40,0.4846997334,0.670179475,2.471413178,2.65689292,,,,,,,,
41,0.4838137798,0.669550407,2.472042246,2.657778874,,,,,,,,
42,0.4828201774,0.6688284008,2.472764252,2.658772476,,,,,,,,
43,0.4819384544,0.6682639438,2.47332871,2.6596542,,,,,,,,
44,0.4807743012,0.6673026772,2.474289976,2.660818352,,,,,,,,
45,0.4799167356,0.6666929884,2.474899666,2.661675918,,,,,,,,
46,0.4790276868,0.6660077754,2.475584878,2.662564966,,,,,,,,
47,0.478094025,0.6653083186,2.476284334,2.663498628,,,,,,,,
48,0.477193423,0.664641763,2.47695089,2.66439923,,,,,,,,
49,0.4762124664,0.6638825276,2.477710126,2.665380188,,,,,,,,
50,0.4752697204,0.6631937116,2.478398942,2.666322934,,,,,,,,
51,0.474341534,0.6625327392,2.479059914,2.66725112,,,,,,,,
52,0.4734283422,0.6618230232,2.47976963,2.668164312,,,,,,,,
53,0.47259364,0.6612661728,2.48032648,2.668999014,,,,,,,,
54,0.4715677626,0.660328719,2.481263934,2.670024892,,,,,,,,
55,0.470776681,0.6598309186,2.481761734,2.670815972,,,,,,,,
56,0.4698044066,0.6589333902,2.482659264,2.671788246,,,,,,,,
57,0.4689715236,0.658414499,2.483178154,2.67262113,,,,,,,,
58,0.4680891362,0.657602404,2.48399025,2.673503518,,,,,,,,
59,0.4671785272,0.6569089044,2.48468375,2.674414126,,,,,,,,
60,0.4662672876,0.6561726748,2.485419978,2.675325366,,,,,,,,
61,0.465418952,0.6554830992,2.486109554,2.676173702,,,,,,,,
62,0.464564244,0.6548329252,2.486759728,2.67702841,,,,,,,,
63,0.4636899114,0.6541460922,2.487446562,2.677902742,,,,,,,,
64,0.4628222084,0.6534314736,2.48816118,2.678770446,,,,,,,,
65,0.4619527396,0.652741878,2.488850776,2.679639914,,,,,,,,
66,0.4611345686,0.6520735756,2.489519078,2.680458084,,,,,,,,
67,0.4603002332,0.651381865,2.490210788,2.68129242,,,,,,,,
68,0.4594688184,0.6507248048,2.490867848,2.682123836,,,,,,,,
69,0.458641858,0.65000432,2.491588334,2.682950796,,,,,,,,
70,0.4577921874,0.6493504272,2.492242226,2.683800466,,,,,,,,
71,0.4570080342,0.648498081,2.493094572,2.68458462,,,,,,,,
72,0.4561824642,0.6478422698,2.493750384,2.68541019,,,,,,,,
73,0.4553191388,0.6471311934,2.49446146,2.686273514,,,,,,,,
74,0.4545789552,0.6464411742,2.49515148,2.687013698,,,,,,,,
75,0.4537972834,0.6456866628,2.49590599,2.68779537,,,,,,,,
76,0.4529689064,0.6450426146,2.496550038,2.688623748,,,,,,,,
77,0.452287755,0.6444864192,2.497106234,2.689304898,,,,,,,,
78,0.4514017828,0.643541312,2.498051342,2.69019087,,,,,,,,
79,0.4505985178,0.6430294786,2.498563176,2.690994136,,,,,,,,
80,0.4498319844,0.6422907978,2.499301856,2.69176067,,,,,,,,
81,0.4490421586,0.6415092072,2.500083446,2.692550494,,,,,,,,
82,0.448366983,0.6409104152,2.500682238,2.69322567,,,,,,,,
83,0.4475593364,0.6401960484,2.501396606,2.694033318,,,,,,,,
84,0.4468671036,0.6396156688,2.501976984,2.69472555,,,,,,,,
85,0.4460943744,0.6387008558,2.502891798,2.69549828,,,,,,,,
86,0.44535478,0.6380550186,2.503537636,2.696237874,,,,,,,,
87,0.4446007938,0.6373536534,2.504239,2.69699186,,,,,,,,
88,0.4438946938,0.636570415,2.505022238,2.69769796,,,,,,,,
89,0.4432205326,0.6360083388,2.505584314,2.698372122,,,,,,,,
90,0.4425121642,0.635316773,2.50627588,2.69908049,,,,,,,,
91,0.4417577068,0.6346181138,2.50697454,2.699834946,,,,,,,,
92,0.4410731974,0.6338643446,2.507728308,2.700519456,,,,,,,,
93,0.440384457,0.6332681988,2.508324454,2.701208196,,,,,,,,
94,0.4397111124,0.6325230362,2.509069618,2.701881542,,,,,,,,
95,0.4389079992,0.631767938,2.509824716,2.702684654,,,,,,,,
96,0.4382489836,0.6311252598,2.510467394,2.70334367,,,,,,,,
97,0.437608043,0.630325729,2.511266924,2.70398461,,,,,,,,
98,0.4368380284,0.629554915,2.512037738,2.704754626,,,,,,,,
99,0.4362743544,0.6290535806,2.512539072,2.7053183,,,,,,,,
100,0.4356176122,0.6282814126,2.51331124,2.705975042,,,,,,,,
101,0.4356176122,0.6282814126,2.51331124,2.705975042,,,,,,,,
102,0.4401480582,0.6345467028,2.50704595,2.701444596,,,,,,,,
103,0.4446757992,0.6408650322,2.500727622,2.696916854,,,,,,,,
104,0.4492541252,0.6472437888,2.494348864,2.692338528,,,,,,,,
105,0.4536846908,0.653438299,2.488154354,2.687907962,,,,,,,,
106,0.4582767154,0.6598073036,2.48178535,2.683315938,,,,,,,,
107,0.4627331884,0.665901514,2.47569114,2.678859466,,,,,,,,
108,0.467434749,0.6722750236,2.46931763,2.674157904,,,,,,,,
109,0.4719893826,0.6786010068,2.462991646,2.66960327,,,,,,,,
110,0.476460981,0.6847329944,2.45685966,2.665131672,,,,,,,,
111,0.4811511622,0.6911933862,2.450399268,2.660441492,,,,,,,,
112,0.4856947346,0.697422154,2.4441705,2.655897918,,,,,,,,
113,0.490155919,0.7036651288,2.437927524,2.651436734,,,,,,,,
114,0.494833633,0.7100159198,2.431576734,2.64675902,,,,,,,,
115,0.4994332976,0.7162671928,2.42532546,2.642159356,,,,,,,,
116,0.5040865506,0.7226395932,2.41895306,2.637506104,,,,,,,,
117,0.5086270806,0.7287852408,2.412807412,2.632965574,,,,,,,,
118,0.513387582,0.7352187738,2.40637388,2.628205072,,,,,,,,
119,0.517942212,0.7414845722,2.400108082,2.623650442,,,,,,,,
120,0.5226226608,0.7477952394,2.393797414,2.618969992,,,,,,,,
121,0.527245718,0.7539020726,2.38769058,2.614346936,,,,,,,,
122,0.5318576014,0.7601571878,2.381435466,2.609735052,,,,,,,,
123,0.5366682796,0.7665801036,2.37501255,2.604924374,,,,,,,,
124,0.5412747958,0.7728306584,2.368761996,2.600317858,,,,,,,,
125,0.5459799026,0.7790765056,2.362516148,2.595612752,,,,,,,,
126,0.5507328194,0.7853956068,2.356197048,2.590859834,,,,,,,,
127,0.555486079,0.7916378744,2.34995478,2.586106574,,,,,,,,
128,0.5602165178,0.7979763096,2.343616344,2.581376136,,,,,,,,
129,0.5650575542,0.8042479686,2.337344684,2.5765351,,,,,,,,
130,0.569783723,0.810530729,2.331061924,2.57180893,,,,,,,,
131,0.5746394594,0.8167991746,2.324793478,2.566953194,,,,,,,,
132,0.579490225,0.8230575558,2.318535098,2.562102428,,,,,,,,
133,0.584339558,0.8293279094,2.312264744,2.557253096,,,,,,,,
134,0.589233465,0.835679337,2.305913316,2.552359188,,,,,,,,
135,0.5940749252,0.8418619446,2.299730708,2.547517728,,,,,,,,
136,0.5990076904,0.8481607534,2.2934319,2.542584964,,,,,,,,
137,0.6039860548,0.8544442476,2.287148406,2.537606598,,,,,,,,
138,0.6090594144,0.8608446652,2.280747988,2.53253324,,,,,,,,
139,0.6140353344,0.8670658184,2.274526836,2.52755732,,,,,,,,
140,0.6191167014,0.873388827,2.268203826,2.522475952,,,,,,,,
141,0.624286712,0.8796912822,2.261901372,2.517305942,,,,,,,,
142,0.6293996494,0.8859695648,2.255623088,2.512193004,,,,,,,,
143,0.6344779314,0.8922079066,2.249384746,2.507114722,,,,,,,,
144,0.6397396698,0.89848547,2.243107184,2.501852984,,,,,,,,
145,0.6450500292,0.9048855736,2.23670708,2.496542624,,,,,,,,
146,0.6502394686,0.9110454524,2.230547202,2.491353186,,,,,,,,
147,0.655575061,0.9173813232,2.22421133,2.486017592,,,,,,,,
148,0.6609746032,0.9236264468,2.217966206,2.48061805,,,,,,,,
149,0.6663277734,0.9298423298,2.211750324,2.47526488,,,,,,,,
150,0.6719929832,0.9362494564,2.205343198,2.46959967,,,,,,,,
151,0.6775700354,0.9425379072,2.199054746,2.464022618,,,,,,,,
152,0.6832589448,0.9487856092,2.192807044,2.458333708,,,,,,,,
153,0.6889595134,0.9550653056,2.186527348,2.45263314,,,,,,,,
154,0.6946811682,0.9612750146,2.180317638,2.446911486,,,,,,,,
155,0.700620272,0.9676019354,2.173990718,2.440972382,,,,,,,,
156,0.7065711874,0.973814689,2.167777964,2.435021466,,,,,,,,
157,0.7127428016,0.980182998,2.161409656,2.428849852,,,,,,,,
158,0.718940432,0.9864269678,2.155165686,2.422652222,,,,,,,,
159,0.7252969054,0.9926882948,2.148904358,2.416295748,,,,,,,,
160,0.7318533466,0.9990457262,2.142546928,2.409739306,,,,,,,,
161,0.7382760842,1.005272069,2.136320584,2.40331657,,,,,,,,
162,0.7451936418,1.011543674,2.13004898,2.396399012,,,,,,,,
163,0.7523773436,1.017903075,2.12368958,2.38921531,,,,,,,,
164,0.75949931,1.024100596,2.117492058,2.382093344,,,,,,,,
165,0.7668017186,1.030419724,2.11117293,2.374790934,,,,,,,,
166,0.7749173716,1.036766829,2.104825824,2.366675282,,,,,,,,
167,0.782645416,1.042989154,2.0986035,2.358947238,,,,,,,,
168,0.7913572762,1.049332421,2.092260232,2.350235378,,,,,,,,
169,0.7994030392,1.055518829,2.086073824,2.342189614,,,,,,,,
170,0.8087577538,1.061898609,2.079694044,2.3328349,,,,,,,,
171,0.8179372234,1.068154361,2.073438292,2.32365543,,,,,,,,
172,0.8281315612,1.074460938,2.067131716,2.313461092,,,,,,,,
173,0.8384751194,1.080747933,2.06084472,2.303117534,,,,,,,,
174,0.8493321534,1.086992982,2.054599672,2.2922605,,,,,,,,
175,0.8612151498,1.093370925,2.048221728,2.280377504,,,,,,,,
176,0.8728617228,1.099550811,2.042041842,2.26873093,,,,,,,,
177,0.8856990816,1.10587045,2.035722204,2.255893572,,,,,,,,
178,0.8986180616,1.11215094,2.029441714,2.242974592,,,,,,,,
179,0.912015006,1.11843305,2.023159604,2.229577648,,,,,,,,
180,0.9253059882,1.124591446,2.017001208,2.216286666,,,,,,,,
181,0.940607047,1.130969938,2.010622716,2.200985606,,,,,,,,
182,0.9539693984,1.137174635,2.004418018,2.187623256,,,,,,,,
183,0.968611791,1.143504534,1.998088119,2.172980862,,,,,,,,
184,0.9831058872,1.149919518,1.991673136,2.158486766,,,,,,,,
185,0.996845807,1.155978913,1.985613741,2.144746846,,,,,,,,
186,1.01110545,1.162417257,1.979175396,2.130487204,,,,,,,,
187,1.024528376,1.168625911,1.972966742,2.117064278,,,,,,,,
188,1.038040724,1.174905474,1.966687179,2.10355193,,,,,,,,
189,1.051200116,1.181237072,1.960355582,2.090392538,,,,,,,,
190,1.064249796,1.187589625,1.954003028,2.077342858,,,,,,,,
191,1.076797734,1.19381723,1.947775423,2.06479492,,,,,,,,
192,1.089316521,1.200086602,1.941506051,2.052276132,,,,,,,,
193,1.101223554,1.206368456,1.935224197,2.0403691,,,,,,,,
194,1.113266437,1.212658825,1.928933828,2.028326216,,,,,,,,
195,1.124814397,1.218884722,1.922707931,2.016778256,,,,,,,,
196,1.136448133,1.225117252,1.916475402,2.00514452,,,,,,,,
197,1.14759574,1.231437941,1.910154713,1.993996914,,,,,,,,
198,1.158642242,1.237704468,1.903888186,1.982950412,,,,,,,,
199,1.169658566,1.244010796,1.897581858,1.971934087,,,,,,,,
200,1.1802816,1.250359574,1.89123308,1.961311054,,,,,,,,
201,1.191358514,1.256634046,1.884958608,1.95023414,,,,,,,,
202,1.191358514,1.256634046,1.884958608,1.95023414,,,,,,,,
203,1.189959227,1.25672538,1.884867273,1.951633427,,,,,,,,
204,1.188371569,1.256566361,1.885026293,1.953221085,,,,,,,,
205,1.187155766,1.256742715,1.884849939,1.954436887,,,,,,,,
206,1.185627896,1.256681818,1.884910835,1.955964757,,,,,,,,
207,1.184417966,1.256650825,1.884941829,1.957174688,,,,,,,,
208,1.183073653,1.256660888,1.884931766,1.958519001,,,,,,,,
209,1.181588012,1.256713674,1.884878979,1.960004642,,,,,,,,
210,1.180180809,1.256609992,1.884982662,1.961411845,,,,,,,,
211,1.178671531,1.256672467,1.884920187,1.962921122,,,,,,,,
212,1.17735596,1.256667058,1.884925596,1.964236693,,,,,,,,
213,1.175679974,1.256697729,1.884894924,1.96591268,,,,,,,,
214,1.174188711,1.256665889,1.884926764,1.967403943,,,,,,,,
215,1.172648892,1.256683957,1.884908697,1.968943762,,,,,,,,
216,1.171206648,1.25665933,1.884933323,1.970386006,,,,,,,,
217,1.169461541,1.256664168,1.884928486,1.972131113,,,,,,,,
218,1.167597757,1.256611501,1.884981152,1.973994896,,,,,,,,
219,1.16599977,1.256707888,1.884884765,1.975592883,,,,,,,,
220,1.16411719,1.256633149,1.884959505,1.977475464,,,,,,,,
221,1.162176486,1.256669704,1.88492295,1.979416167,,,,,,,,
222,1.160560143,1.25664508,1.884947574,1.981032511,,,,,,,,
223,1.158228305,1.25666689,1.884925764,1.983364349,,,,,,,,
224,1.156260256,1.256595336,1.884997318,1.985332397,,,,,,,,
225,1.153674339,1.256651554,1.8849411,1.987918315,,,,,,,,
226,1.151239789,1.256656323,1.88493633,1.990352864,,,,,,,,
227,1.14861533,1.256641443,1.884951211,1.992977324,,,,,,,,
228,1.145767364,1.256705257,1.884887397,1.99582529,,,,,,,,
229,1.142616864,1.256645802,1.884946852,1.998975789,,,,,,,,
230,1.139377953,1.256619757,1.884972897,2.0022147,,,,,,,,
231,1.135365687,1.2566656,1.884927054,2.006226966,,,,,,,,
232,1.131146113,1.256667292,1.884925361,2.01044654,,,,,,,,
233,1.126653596,1.25665535,1.884937304,2.014939058,,,,,,,,
234,1.121019402,1.256584072,1.885008581,2.020573252,,,,,,,,
235,1.113441926,1.256638671,1.884953983,2.028150728,,,,,,,,
236,1.105336445,1.256627461,1.884965192,2.036256208,,,,,,,,
237,0.9257229248,0.9923778628,1.091231465,1.256649844,1.88494281,2.05036119,2.14921479,2.215869728,,,,
238,0.9099300246,1.256614862,1.884977791,2.23166263,,,,,,,,
239,0.9000640112,1.256719185,1.884873469,2.241528642,,,,,,,,
240,0.8937213762,1.256675682,1.884916972,2.247871278,,,,,,,,
241,0.888251887,1.256654317,1.884938336,2.253340766,,,,,,,,
242,0.8838843506,1.256618699,1.884973955,2.257708302,,,,,,,,
243,0.88002479,1.256675975,1.884916679,2.261567864,,,,,,,,
244,0.8768169346,1.256713385,1.884879269,2.264775718,,,,,,,,
245,0.8739807702,1.256618497,1.884974157,2.267611884,,,,,,,,
246,0.8714635292,1.256585722,1.885006932,2.270129124,,,,,,,,
247,0.8692386908,1.256655796,1.884936858,2.272353962,,,,,,,,
248,0.8672421616,1.25661855,1.884974103,2.274350492,,,,,,,,
249,0.8653666456,1.256639734,1.88495292,2.276226008,,,,,,,,
250,0.8636871484,1.256617785,1.884974868,2.277905504,,,,,,,,
251,0.8622053438,1.256672921,1.884919732,2.27938731,,,,,,,,
252,0.8608343902,1.256661224,1.88493143,2.280758264,,,,,,,,
253,0.8594027432,1.256659857,1.884932797,2.28218991,,,,,,,,
254,0.858270934,1.256669062,1.884923592,2.28332172,,,,,,,,
255,0.8571647806,1.256660346,1.884932307,2.284427872,,,,,,,,
256,0.8560685186,1.256554162,1.885038492,2.285524136,,,,,,,,
257,0.855181984,1.256668976,1.884923678,2.28641067,,,,,,,,
258,0.8542686044,1.256662085,1.884930568,2.28732405,,,,,,,,
259,0.8534200814,1.256609992,1.884982662,2.288172572,,,,,,,,
260,0.8526562394,1.256612223,1.884980431,2.288936414,,,,,,,,
261,0.8519569868,1.256653539,1.884939114,2.289635666,,,,,,,,
262,0.851298783,1.256663997,1.884928656,2.29029387,,,,,,,,
263,0.850666104,1.25666264,1.884930014,2.29092655,,,,,,,,
264,0.8500320144,1.256589483,1.885003171,2.29156064,,,,,,,,
265,0.8495485996,1.256664214,1.88492844,2.292044054,,,,,,,,
266,0.8490229594,1.256633332,1.884959322,2.292569694,,,,,,,,
267,0.8485860284,1.256689495,1.884903159,2.293006626,,,,,,,,
268,0.8480907922,1.2565891,1.885003553,2.293501862,,,,,,,,
269,0.8477064034,1.256637818,1.884954836,2.29388625,,,,,,,,
270,0.8473405346,1.256641705,1.884950948,2.29425212,,,,,,,,
271,0.8469891348,1.25663328,1.884959374,2.294603518,,,,,,,,
272,0.8466818688,1.256650631,1.884942022,2.294910784,,,,,,,,
273,0.8464465454,1.256736015,1.884856638,2.295146108,,,,,,,,
274,0.8461189098,1.256625876,1.884966777,2.295473744,,,,,,,,
275,0.8458792376,1.256629242,1.884963412,2.295713416,,,,,,,,
276,0.8456451076,1.256613766,1.884978887,2.295947546,,,,,,,,
277,0.8454827588,1.256634972,1.884957681,2.296109894,,,,,,,,
278,0.8452992132,1.256619954,1.8849727,2.29629344,,,,,,,,
279,0.8451717268,1.256644014,1.88494864,2.296420926,,,,,,,,
280,0.845055664,1.25666615,1.884926504,2.29653699,,,,,,,,
281,0.844973736,1.25668511,1.884907543,2.296618918,,,,,,,,
282,0.8448662264,1.256655802,1.884936852,2.296726428,,,,,,,,
283,0.8448266266,1.256703647,1.884889007,2.296766026,,,,,,,,
284,0.8447236374,1.256592193,1.88500046,2.296869016,,,,,,,,
285,0.8446944046,1.256584194,1.88500846,2.296898248,,,,,,,,
286,0.8447436084,1.256645106,1.884947548,2.296849046,,,,,,,,
287,0.8447897076,1.256705549,1.884887105,2.296802946,,,,,,,,
288,0.8447673662,1.256606258,1.884986396,2.296825288,,,,,,,,
289,0.8449213916,1.256770935,1.884821718,2.296671262,,,,,,,,
290,0.8449186886,1.256629279,1.884963374,2.296673966,,,,,,,,
291,0.8450580284,1.256704574,1.88488808,2.296534626,,,,,,,,
292,0.8451802812,1.256709376,1.884883278,2.296412372,,,,,,,,
293,0.8453095946,1.256678866,1.884913788,2.29628306,,,,,,,,
294,0.8454793942,1.256680529,1.884912124,2.29611326,,,,,,,,
295,0.8456235384,1.256670846,1.884921808,2.295969116,,,,,,,,
296,0.8458525602,1.256679408,1.347842694,1.396418233,1.745174421,1.79374996,1.884913246,2.295740094,,,,
297,0.8460609632,1.256650183,1.337092862,1.418690433,1.72290222,1.804499792,1.884942471,2.29553169,,,,
298,0.8462797108,1.256641196,1.330388734,1.438798631,1.702794022,1.81120392,1.884951457,2.295312942,,,,
299,0.8465788546,1.256658906,1.325540776,1.460156679,1.681435974,1.816051878,1.884933747,2.295013798,,,,
300,0.8468515486,1.256637788,1.321744264,1.485159317,1.656433337,1.81984839,1.884954866,2.294741106,,,,
301,0.8471428046,1.256632285,1.318776332,1.432933344,1.491316401,1.520455274,1.621137379,1.650276253,1.708659309,1.822816322,1.884960369,2.294449848
302,0.8474662274,1.256632472,1.316396017,1.416162451,1.725430202,1.825196636,1.884960181,2.294126426,,,,
303,0.8474662274,1.256632472,1.316396017,1.416162451,1.725430202,1.825196636,1.884960181,2.294126426,,,,
304,0.8436190984,1.256652198,1.324654213,1.431841592,1.709751061,1.816938441,1.884940455,2.297973556,,,,
305,0.8423210138,1.256635749,1.884956905,2.29927164,,,,,,,,
306,0.8437221988,1.2566371,1.884955553,2.297870454,,,,,,,,
307,0.8480835234,1.256633044,1.88495961,2.29350913,,,,,,,,
308,0.855970581,1.256641083,1.884951571,2.285622072,,,,,,,,
309,0.8684209792,1.256636703,1.884955951,2.273171674,,,,,,,,
310,0.887775039,1.256629298,1.884963356,2.253817614,,,,,,,,
311,0.9203098172,1.256624477,1.884968176,2.221282836,,,,,,,,
312,1.195286186,1.256628425,1.884964229,1.946306467,,,,,,,,
313,1.225209255,1.256644542,1.884948111,1.916383399,,,,,,,,
314,1.241217585,1.256629275,1.884963378,1.900375068,,,,,,,,
315,1.252775346,1.256709046,1.884883607,1.888817308,,,,,,,,
316,1.256380422,1.261603279,1.879989375,1.885212231,,,,,,,,
317,1.256486598,1.267625791,1.873966862,1.885106056,,,,,,,,
318,1.256612345,1.271891921,1.869700732,1.884980309,,,,,,,,
319,1.256739842,1.275125056,1.866467597,1.884852812,,,,,,,,
320,1.256651365,1.278101592,1.863491062,1.884941288,,,,,,,,
321,1.256650685,1.280349284,1.86124337,1.884941969,,,,,,,,
322,1.256675629,1.282377858,1.859214796,1.884917024,,,,,,,,
323,1.256663666,1.284120943,1.85747171,1.884928988,,,,,,,,
324,1.256638068,1.285619509,1.855973144,1.884954586,,,,,,,,
325,1.256678421,1.287010031,1.854582622,1.884914233,,,,,,,,
326,1.256615472,1.28828576,1.853306893,1.884977182,,,,,,,,
327,1.256686957,1.289434981,1.852157672,1.884905696,,,,,,,,
328,1.25667845,1.290266259,1.851326395,1.884914204,,,,,,,,
329,1.256553731,1.291064823,1.85052783,1.885038922,,,,,,,,
330,1.256763346,1.291721622,1.849871032,1.884829307,,,,,,,,
331,1.25672998,1.292328298,1.849264356,1.884862674,,,,,,,,
332,1.256724394,1.292739758,1.848852895,1.884868259,,,,,,,,
333,1.250302651,1.292510019,1.849082634,1.891290002,,,,,,,,
334,1.25658493,1.293509642,1.848083011,1.885007723,,,,,,,,
335,1.256547828,1.293412395,1.848180258,1.885044825,,,,,,,,
336,1.256586513,1.293240999,1.848351654,1.885006141,,,,,,,,
337,1.256641569,1.292851158,1.848741496,1.884951085,,,,,,,,
338,1.256606722,1.292306004,1.84928665,1.884985932,,,,,,,,
339,1.256610866,1.2913735,1.850219153,1.884981787,,,,,,,,
340,1.256630414,1.290454524,1.85113813,1.884962239,,,,,,,,
341,1.256673543,1.289141645,1.852451008,1.88491911,,,,,,,,
342,1.256611881,1.28767172,1.853920934,1.884980773,,,,,,,,
343,1.25661094,1.285767708,1.855824945,1.884981713,,,,,,,,
344,1.256648952,1.283659654,1.857932999,1.884943701,,,,,,,,
345,1.256611563,1.281101132,1.860491521,1.884981091,,,,,,,,
346,1.256605782,1.27817041,1.863422244,1.884986872,,,,,,,,
347,1.256574305,1.274808951,1.866783703,1.885018349,,,,,,,,
348,1.256602078,1.270928937,1.870663717,1.884990576,,,,,,,,
349,1.256650496,1.266487501,1.875105152,1.884942158,,,,,,,,
350,1.256597553,1.261267806,1.880324847,1.8849951,,,,,,,,
351,1.255234607,1.256588518,1.885004136,1.886358047,,,,,,,,
352,1.248229578,1.25657346,1.885019194,1.893363076,,,,,,,,
353,1.240009764,1.256592659,1.884999994,1.901582889,,,,,,,,
354,1.230126177,1.256660483,1.884932171,1.911466477,,,,,,,,
355,1.218045285,1.256617929,1.884974725,1.923547368,,,,,,,,
356,1.202897027,1.256609667,1.884982987,1.938695627,,,,,,,,
357,1.183000057,1.256626879,1.884965775,1.958592597,,,,,,,,
358,1.154127521,1.256585393,1.88500726,1.987465133,,,,,,,,
359,1.102434998,1.256596964,1.88499569,2.039157656,,,,,,,,
360,0.968845406,1.256613916,1.884978737,2.172747248,,,,,,,,
361,0.966281625,1.256575191,1.885017463,2.175311028,,,,,,,,
362,0.979627796,1.256625577,1.884967077,2.161964858,,,,,,,,
363,0.997225384,1.256587276,1.885005378,2.14436727,,,,,,,,
364,1.016897226,1.256587635,1.885005018,2.124695428,,,,,,,,
365,1.037694212,1.256596499,1.884996154,2.103898442,,,,,,,,
366,1.059513225,1.256627648,1.884965006,2.082079428,,,,,,,,
367,1.0822842,1.256540008,1.885052646,2.059308454,,,,,,,,
368,1.105316809,1.256489077,1.885103577,2.036275844,,,,,,,,
369,1.129040157,1.256539792,1.885052861,2.012552496,,,,,,,,
370,1.153525077,1.256396378,1.885196276,1.988067577,,,,,,,,
371,1.177842166,1.256806422,1.884786232,1.963750488,,,,,,,,
372,1.204169529,1.256467381,1.885125273,1.937423125,,,,,,,,
373,1.231912874,1.255482598,1.886110055,1.90967978,,,,,,,,
374,1.253937234,1.260986404,1.880606249,1.88765542,,,,,,,,
375,1.256227018,1.28759021,1.854002444,1.885365635,,,,,,,,
376,1.256218291,1.318379133,1.823213521,1.885374363,,,,,,,,
377,1.256809608,1.350674112,1.790918542,1.884783046,,,,,,,,
378,1.256690742,1.385889285,1.755703369,1.884901912,,,,,,,,
379,1.256692065,1.423251067,1.718341586,1.884900588,,,,,,,,
380,1.256612356,1.461042822,1.680549832,1.884980298,,,,,,,,
381,1.256580811,1.496394252,1.645198401,1.885011843,,,,,,,,
382,1.256611559,1.526082669,1.615509984,1.884981094,,,,,,,,
383,1.256677538,1.549979786,1.591612867,1.884915115,,,,,,,,
384,1.256604345,1.569063439,1.572529215,1.884988308,,,,,,,,
385,1.256678136,1.557445945,1.584146709,1.884914518,,,,,,,,
386,1.256601549,1.545209444,1.59638321,1.884991104,,,,,,,,
387,1.256694741,1.535434211,1.606158443,1.884897912,,,,,,,,
388,1.256596561,1.527314807,1.614277847,1.884996093,,,,,,,,
389,1.256619139,1.520792033,1.62080062,1.884973515,,,,,,,,
390,1.256661406,1.515477876,1.626114779,1.884931248,,,,,,,,
391,1.256777227,1.51128178,1.630310874,1.884815427,,,,,,,,
392,1.25665142,1.507722022,1.633870632,1.884941233,,,,,,,,
